2009-04-21T18:57:09.433767+00:00,40.74795,-73.994712,5.4,2,Cash,2009-04-21T18:51:11.767205+00:00,40.74295,-74.004114,,,0.0,0,0.0,5.4,0.8,CMT
2009-01-13T07:50:36.386011+00:00,40.792385,-73.940449,15.4,1,Cash,2009-01-13T07:40:07.639754+00:00,40.747784,-73.996506,,,0.0,0,0.0,15.4,5.4,CMT
2009-01-06T19:43:09.908429+00:00,40.768108,-73.944535,6.1,5,CASH,2009-01-06T19:30:44.142187+00:00,40.75207,-73.95134,,,1.0,0,0.0,7.1,1.67,VTS
2009-09-24T08:41:56.739991+00:00,40.721812,-73.958122,12.9,1,CASH,2009-09-24T08:28:09.004451+00:00,40.729128,-74.001117,,,0.5,0,0.0,13.4,4.13,VTS
2009-10-29T05:57:22.880174+00:00,40.776075,-73.979757,7.7,1,CASH,2009-10-29T05:50:39.214629+00:00,40.756873,-73.9766,,,0.5,0,0.0,8.2,2.03,VTS
2009-10-23T17:23:51.913687+00:00,40.750478,-73.978623,6.5,1,CASH,2009-10-23T17:14:45.661393+00:00,40.750528,-73.994665,,,0.0,0,0.0,6.5,1.15,VTS
2009-03-30T09:47:12.908395+00:00,40.774042,-73.870838,22.1,1,CASH,2009-03-30T09:41:23.359373+00:00,40.772843,-73.955462,,,0.0,0,4.15,26.25,8.61,VTS
2009-03-18T18:02:40.735727+00:00,40.759317,-73.985112,5.7,5,Credit,2009-03-18T17:56:30.217996+00:00,40.757998,-73.976158,,,0.0,2,0.0,7.7,0.84,VTS
2009-03-30T13:32:11.850561+00:00,40.761585,-73.975072,6.1,2,CASH,2009-03-30T13:21:23.577454+00:00,40.764408,-73.988585,,,0.0,0,0.0,6.1,1.04,VTS
2009-02-20T18:11:48.973565+00:00,40.74733,-73.993722,3.7,5,CASH,2009-02-20T18:06:37.232527+00:00,40.740683,-74.001978,,,0.0,0,0.0,3.7,0.75,VTS
2009-06-27T16:51:08.73372+00:00,0.0,0.0,5.7,2,CASH,2009-06-27T16:40:08.347535+00:00,0.0,0.0,,,1.0,0,0.0,6.7,1.11,VTS
2009-03-04T21:36:42.342198+00:00,40.731687,-73.99031,11.7,1,Credit,2009-03-04T21:26:51.273336+00:00,40.686802,-73.996177,,,0.5,2,0.0,14.2,4.02,VTS
2009-02-10T04:54:11.622354+00:00,40.784233,-73.977605,9.3,1,CASH,2009-02-10T04:47:00.008147+00:00,40.745608,-74.005618,,,0.0,0,0.0,9.3,3.08,VTS
2009-06-23T18:34:35.293226+00:00,40.723839,-73.950905,15.3,2,Credit,2009-06-23T18:24:30.175248+00:00,40.769041,-73.951549,,,0.0,2,0.0,17.3,5.0,CMT
2009-11-17T05:00:35.697468+00:00,40.76272,-74.000088,7.7,2,CASH,2009-11-17T04:51:15.982618+00:00,40.76224,-73.979138,,,0.0,0,0.0,7.7,1.49,VTS
